Doc Fiscal;Quilometragem;Litros;Combustivel;Manutenção;Custos Motorista
779458;1182;311;2308,59;;149,08
779459;1192;361,2;1570,33;;127,9
779460;948;296,2;2460,28;;141,99
779461;1254;278,6;1713,8;;136,48
779462;1004;264,2;2372,41;;121,9
779463;1538;366,1;2252,07;;125,77
779464;1528;355,3;4474,85;;135,03
779465;1346;395,8;3941,85;;154,54
779466;1322;413,1;2582,03;;174,34
779467;948;220,4;1821,93;;179,81
779468;1380;492,8;1858,4;;111,19
779469;1416;524,4;1923,91;;179,45
779470;1902;487,6;2764,53;538,72;193,6
779471;1184;257,3;1947,36;;208,1
779472;948;412,1;1519,23;538,72;188,64
779473;962;300,6;1768,38;;168,92
779474;1184;263,1;1839,75;;132,3
779475;1862;581,8;5541,66;;153,09
779476;1514;329,1;2957,03;;156,28
779477;1184;348,2;1947,36;;176,83
779478;1302;394,5;2859,75;;155,8
779479;1254;330;1977,46;;185,55
779480;1324;575,6;2484,44;;155,13
779481;1488;391,5;2066,66;;155,83
779482;1576;583,7;2188,88;;177,92
779483;1514;352;3325,39;;176,08
779484;948;338,5;2127,73;;168,92
779485;1514;560,7;3448,55;;134,01
779486;938;218,1;1542,76;;122,39
779487;1236;274,6;1689,2;;145,24
779488;1834;426,5;2939,1;;163,23
779489;1538;569,6;3451,95;;182,08
779490;1380;306,6;2536,76;;206,9
779491;908;238,9;2101,85;;130,25
779492;1346;420,6;3365;;118,99
779493;1528;339,5;2449,29;;127,36
779494;1182;281,4;2238,63;;122,38
779495;1346;480,7;3115,74;;189,56
779496;1346;585,2;1896,92;;108,89
779497;1004;233,4;2324,07;;129,7
779498;1368;402,3;3070,4;;187,04
779499;1368;427,5;2035,71;;142,22
779500;1170;468;1625;;141,54
779501;1346;498,5;2586,84;;150,46
779502;1636;355,6;4445,65;;197,08
779503;948;210,6;2776,28;;184,34
779504;1182;369,3;1641,66;;126,19
779505;1850;430,2;2964,74;;172,18
779506;948;296,2;2370;;150,23
779507;1054;277,3;1568,45;;149,36
779508;948;379,2;1559,21;;157,05
779509;1410;335,7;2049,41;;191,29
779510;1674;492,3;2325;;179,77
779511;1338;297,3;2493,54;;194,17
779512;1368;506,6;1900;;190,03
779513;1184;257,3;2740,74;;154,91
779514;1184;275,3;2110,3;;174,58
779515;1404;610,4;3403,29;;143,67
779516;1410;361,5;3212,78;;157,15
779517;1338;477,8;1858,33;;156,45
